250
750
1500
6;4
13;9
6;3
18;14
9;13
5;9
15;18
17;4
15;9
8;6
25;19
21;5
13;14
15;15
5;13
9;15
6;12
8;10
11;5
20;13
20;19
17;6
16;15
25;6
13;20
7;17
10;9
8;19
10;16
12;18
10;5
18;19
15;3
14;15
21;4
8;7
7;12
8;16
6;16
14;5
20;16
23;5
19;12
21;10
11;10
24;15
20;7
8;14
19;12
16;5
23;17
19;6
13;5
25;8
23;11
17;10
16;20
23;14
19;4
10;8
14;12
6;5
22;20
11;14
20;3
19;3
22;14
16;10
22;3
14;18
14;12
9;19
5;20
7;11
22;10
11;16
16;18
24;15
17;12
16;19
18;5
23;7
9;8
8;13
25;19
12;15
6;5
22;12
6;20
8;9
25;12
25;20
21;12
9;13
10;11
12;12
23;3
15;12
19;4
20;4
22;20
16;18
8;4
5;8
16;15
11;14
21;18
10;6
22;19
20;8
8;6
13;17
11;12
18;7
6;6
23;20
8;4
5;17
11;3
24;5
18;15
10;17
15;14
13;10
19;10
9;17
10;6
12;16
7;9
13;17
25;8
10;8
9;20
14;7
10;8
24;11
12;16
25;5
6;4
19;12
7;19
25;10
8;5
6;7
14;19
24;18
18;7
22;16
23;19
20;10
19;18
23;15
9;5
13;5
19;17
16;15
9;16
24;4
10;10
8;15
12;17
10;7
14;7
8;4
17;10
14;9
15;3
17;7
17;5
16;15
14;17
12;4
21;6
25;6
25;17
21;20
25;7
22;3
17;4
14;14
5;20
10;13
15;17
22;11
13;20
23;7
13;12
22;3
10;11
23;8
5;10
12;8
24;14
8;16
6;8
7;11
22;9
8;4
13;15
24;16
17;12
24;19
22;4
12;3
11;9
12;17
21;14
13;14
23;7
14;10
15;19
5;8
24;20
8;6
23;17
11;18
12;20
15;8
19;19
15;9
7;8
19;20
25;9
13;14
25;8
13;14
25;11
13;10
8;20
23;11
6;7
24;17
16;20
13;18
5;9
23;12
5;3
14;5
24;5
23;17
11;4
9;18
8;17
19;5
19;4
22;7
22;3
7;18
19;10
23;11
210;5;5
2;221;9
2;141;8
234;177;14
246;105;5
4;37;2
247;199;11
55;28;11
21;165;2
247;2;14
204;168;2
15;100;4
141;106;13
43;86;11
29;138;5
129;124;7
246;193;6
192;36;7
26;143;12
213;178;13
57;245;13
200;161;2
100;35;7
230;51;2
192;67;5
124;169;2
68;188;14
89;176;5
73;161;13
166;177;12
195;193;11
65;103;15
43;98;5
65;158;12
96;42;11
87;126;14
23;26;13
178;55;4
127;174;12
21;6;8
234;75;12
191;189;2
44;201;12
145;24;15
194;37;4
193;144;2
144;108;3
86;247;13
63;176;12
55;67;2
12;129;2
186;8;5
111;50;2
131;106;3
117;45;15
23;144;11
167;221;3
45;136;9
180;64;9
178;100;9
237;78;2
131;53;14
182;42;13
95;189;11
182;198;8
72;183;10
39;84;10
129;236;6
101;55;2
224;23;2
104;161;7
33;207;4
25;215;7
140;210;9
214;61;14
101;242;13
37;53;5
22;91;7
247;50;10
220;208;14
97;19;11
12;124;11
235;216;3
12;50;9
243;30;6
78;108;8
41;210;6
23;5;8
114;86;4
160;234;7
10;42;14
178;70;4
205;150;11
19;32;12
50;132;10
118;15;12
25;5;12
218;147;14
195;247;12
112;16;13
156;48;7
29;129;3
36;17;14
88;86;6
116;248;2
149;36;10
124;116;15
23;52;7
141;34;3
180;223;6
160;110;10
40;230;4
78;180;6
147;240;8
230;28;7
69;64;2
192;58;3
162;164;13
214;96;4
206;31;5
3;141;6
104;163;6
235;214;9
36;210;13
90;220;13
135;99;5
229;46;8
224;62;11
70;245;11
210;237;15
123;90;13
192;113;5
242;138;11
107;36;15
161;238;8
168;190;2
101;1;9
133;192;11
43;133;13
165;174;14
114;69;2
13;103;13
160;67;2
190;126;9
171;39;2
96;8;10
212;18;13
127;118;2
11;86;8
160;208;4
58;158;5
81;98;14
85;144;13
58;89;10
102;232;12
190;180;5
159;220;5
85;117;4
119;65;2
85;169;12
115;107;11
214;71;8
73;93;5
94;103;7
143;120;8
197;37;7
142;34;4
111;41;2
185;16;13
31;180;12
224;188;12
205;173;14
162;130;9
76;213;8
247;154;13
156;101;7
71;205;6
179;192;9
81;49;15
155;111;13
144;28;11
47;125;5
142;220;9
26;221;9
64;131;8
80;101;13
82;213;12
54;26;15
125;205;4
12;164;15
107;227;3
103;123;11
182;210;3
181;236;3
104;139;6
179;84;12
32;47;5
74;226;11
195;182;6
243;94;15
59;28;9
170;227;15
33;134;3
242;42;5
8;44;8
108;201;12
46;247;11
62;11;15
204;25;4
197;72;12
52;25;2
212;243;15
47;190;15
159;57;7
205;166;10
45;215;7
82;83;14
79;174;5
76;208;6
28;130;6
69;39;13
184;88;7
222;195;14
71;1;15
23;13;6
74;146;8
76;65;3
95;110;11
162;176;8
20;202;8
94;61;4
241;56;14
200;96;10
147;132;11
182;205;6
123;143;9
5;129;9
157;50;13
21;160;8
51;72;15
195;168;3
3;71;11
78;77;9
114;149;5
198;79;10
234;21;14
164;204;3
36;70;12
10;102;7
229;181;5
141;232;13
139;153;8
20;39;5
116;184;3
115;213;7
13;162;6
200;138;10
99;56;13
24;101;5
209;143;7
105;74;8
207;45;9
191;83;9
42;32;9
165;127;6
227;70;15
138;213;15
135;31;6
222;172;4
221;186;10
93;208;14
245;134;8
80;133;3
60;70;6
114;104;11
190;248;4
98;150;4
192;192;12
159;149;14
37;151;11
237;129;15
205;13;8
1;179;7
124;31;9
79;76;15
95;216;4
35;180;9
151;243;10
11;40;15
195;118;12
187;234;15
144;67;12
17;4;13
78;241;7
18;205;6
153;50;14
237;174;10
246;203;15
94;71;3
134;219;11
117;236;14
123;134;9
196;28;13
75;209;5
215;120;11
97;238;13
175;108;6
155;123;4
139;115;5
91;115;2
159;246;9
49;124;12
175;150;3
126;77;11
158;220;14
200;145;9
203;230;7
7;170;10
94;63;15
28;81;15
116;147;2
32;46;9
241;240;2
57;89;12
102;235;11
9;158;8
222;203;5
147;125;13
18;234;10
145;165;13
31;96;13
14;228;6
64;14;9
135;239;8
173;94;10
29;123;15
29;48;9
28;72;10
161;169;12
84;236;14
1;201;9
204;150;7
179;245;11
217;56;5
206;71;12
193;149;11
4;100;9
39;184;8
219;247;7
16;130;5
150;49;5
215;191;12
237;59;12
148;208;2
81;18;6
118;237;13
192;186;2
183;97;2
117;144;14
97;219;9
55;161;4
229;162;7
87;122;14
189;142;8
64;240;5
20;46;9
17;233;3
180;208;15
160;115;11
122;57;15
30;57;8
34;30;4
138;109;3
68;220;9
219;173;6
190;61;2
19;66;4
62;72;11
248;159;6
191;10;14
118;168;15
164;151;11
221;80;12
120;57;9
43;190;11
128;158;11
247;222;11
33;125;13
85;224;4
50;236;13
246;157;13
7;29;7
141;29;12
238;142;12
200;95;2
121;187;6
3;62;13
65;54;2
78;69;6
233;130;14
148;217;10
116;25;5
53;48;7
159;126;9
124;115;12
153;96;13
207;32;3
205;208;6
209;171;13
151;174;6
227;76;8
222;148;13
46;219;9
78;227;12
96;191;11
240;231;8
203;233;7
194;92;8
175;57;10
132;121;3
129;222;2
14;162;13
2;204;8
136;236;8
42;120;7
178;132;3
102;198;5
244;104;10
66;86;2
30;140;15
180;58;3
170;10;8
34;108;2
21;4;10
81;103;6
7;214;5
84;88;4
102;125;15
134;14;7
89;160;4
61;10;5
117;25;7
12;240;12
237;176;8
40;210;4
34;115;8
194;31;7
4;52;5
84;26;2
202;56;11
242;226;15
81;150;11
97;228;14
214;16;3
141;33;11
90;174;11
145;90;8
200;216;11
21;238;10
9;234;14
30;207;12
10;96;3
120;197;6
232;59;6
177;103;10
167;224;13
240;123;6
145;182;8
80;181;13
250;154;14
82;235;14
138;78;13
97;99;6
146;97;2
112;78;11
42;114;5
158;207;3
232;79;6
1;2;15
47;119;11
34;59;7
33;32;15
83;159;13
245;176;2
59;73;9
117;75;11
87;94;15
67;158;2
110;158;13
34;19;3
110;6;15
